"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"31",1.71015813439269e-71,0.899464762009561,0.706,0.352,3.95012325882023e-67,"0","MLLT11"
"32",2.29439196845059e-71,0.830647258743168,0.807,0.509,5.29958656872718e-67,"0","C4orf48"
"33",7.1609372681604e-69,0.940563263196705,0.265,0.038,1.65403329019969e-64,"0","SPOCK1"
"34",5.36749575904157e-63,0.851335995873667,0.756,0.449,1.23978417042342e-58,"0","HAP1"
"35",1.53969110085566e-61,1.00981748866694,0.48,0.172,3.5563785047564e-57,"0","CADM1"
"36",1.20139605598836e-58,0.880927304324324,0.696,0.387,2.77498461012192e-54,"0","PCSK1N"
"37",1.65075551509381e-58,0.918245333312813,0.394,0.115,3.81291508876368e-54,"0","DKK3"
"38",1.8045451258204e-58,0.793034793939767,0.717,0.383,4.16813833161996e-54,"0","NNAT"
"39",1.85573667323292e-58,0.906663657086677,0.528,0.212,4.28638056783341e-54,"0","ARL4C"
"40",2.93089021805251e-57,0.82148810810165,0.263,0.049,6.7697702256577e-53,"0","RAB3A"
"41",6.54785038665018e-55,0.938120669188245,0.493,0.197,1.51242248230846e-50,"0","GPC2"
"42",2.29672898322839e-51,0.823255549873997,0.617,0.309,5.30498460546092e-47,"0","BASP1"
"43",6.16363107450137e-49,0.907799586232478,0.3,0.078,1.42367550558833e-44,"0","STC1"
"44",1.01197322407771e-48,0.829170346656705,0.531,0.239,2.33745575297469e-44,"0","CRMP1"
"45",9.45156030058284e-48,0.906420559417946,0.469,0.192,2.18312139822862e-43,"0","ATP1B1"
"46",1.82763833646668e-46,0.860736649228086,0.38,0.13,4.22147902957075e-42,"0","GNAO1"
"47",1.497916480931e-38,0.816561026177015,0.55,0.288,3.45988748765443e-34,"0","AGAP2"
"48",1.68250090394389e-36,0.800613257398236,0.348,0.133,3.8862405879296e-32,"0","NRXN1"
"49",1.8777819906227e-36,0.876063293961689,0.494,0.244,4.33730084194032e-32,"0","IGFBP5"
"50",9.47948826698427e-33,0.799524078258797,0.296,0.105,2.18957219990803e-28,"0","SNAP25"
"51",2.30238483685044e-52,0.52861965634114,0.968,0.918,5.31804849615715e-48,"1","RPS2"
"52",2.22245323695057e-51,0.874428282103161,0.94,0.876,5.13342248670842e-47,"1","CDK4"
"53",2.62230616588188e-49,0.528772091598283,0.956,0.917,6.05700278195398e-45,"1","RPL32"
"54",7.5597935279245e-40,0.537824854188027,0.896,0.816,1.74616110908e-35,"1","RPS5"
"55",2.01435493664911e-37,0.487520439443639,0.944,0.893,4.65275703267212e-33,"1","RPL10"
"56",3.40742653884054e-33,0.433739501723331,0.938,0.908,7.87047381941388e-29,"1","RPS16"
"57",9.96433418571062e-32,0.53218330106619,0.892,0.863,2.30156191021544e-27,"1","RPS18"
"58",8.42651661481016e-31,0.482134147038635,0.875,0.783,1.94635680768885e-26,"1","RPL8"
"59",1.64493833126061e-29,0.517554014942176,0.819,0.722,3.79947855754575e-25,"1","RPS3A"
"60",8.7782353292959e-29,0.508375686760927,0.841,0.729,2.02759679636077e-24,"1","RP11-620J15.3"
"61",2.95154715997847e-28,0.479373400713058,0.831,0.733,6.81748363011826e-24,"1","RPL36"
"62",3.18099961278138e-28,0.486216864222155,0.845,0.763,7.34747290560242e-24,"1","RPL37"
"63",4.98346274579351e-28,0.497380923740535,0.859,0.827,1.15108022502338e-23,"1","RPS12"
"64",2.75131404016619e-27,0.533962962647389,0.819,0.739,6.35498516997587e-23,"1","RPL12"
"65",2.87623785432829e-27,0.448150701918943,0.896,0.845,6.6435341959275e-23,"1","RPL39"
"66",7.56816057031733e-27,0.449127784342819,0.876,0.815,1.7480937285319e-22,"1","RPS27"
"67",2.16956787752864e-24,0.495585516181804,0.831,0.77,5.01126788351564e-20,"1","RPS21"
"68",3.08469992364539e-24,0.453520271682385,0.863,0.785,7.12503988363611e-20,"1","RPS6"
"69",4.16609067565971e-24,0.431635928773331,0.841,0.784,9.6228362426388e-20,"1","RPS13"
"70",3.19941932594027e-23,0.503109122754485,0.813,0.743,7.39001875905684e-19,"1","RPL18A"
"71",7.02734930923368e-23,0.582594993181026,0.685,0.55,1.6231771434468e-18,"1","GAS5"
"72",1.50994121909437e-22,0.509286363012051,0.735,0.625,3.48766222786419e-18,"1","RP11-466H18.1"
"73",3.82936007158031e-22,0.730327743865235,0.456,0.271,8.84505589333619e-18,"1","METTL1"
"74",6.83650421154606e-22,0.432742213311149,0.873,0.836,1.57909574278291e-17,"1","RPS11"
"75",1.28557290432942e-21,0.642640584330154,0.695,0.612,2.96941629442009e-17,"1","TSFM"
