"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_480","cell",4108,2240,0.584225900681597,"3","3"
"cell_481","cell",4100,2215,0.585365853658537,"2","2"
"cell_482","cell",4107,2343,0.925249573898223,"3","3"
"cell_483","cell",4106,2148,0.243546030199708,"1","1"
"cell_484","cell",4092,2316,0.342130987292278,"5","5"
"cell_485","cell",4101,2366,0.463301633747866,"3","3"
"cell_486","cell",4103,2216,0.194979283451133,"3","3"
"cell_487","cell",4097,2205,1.22040517451794,"4","4"
"cell_488","cell",4087,2284,0.367017372155615,"4","4"
"cell_489","cell",4084,2190,0.269343780607248,"1","1"
"cell_490","cell",4089,2079,0.562484715089264,"2","2"
"cell_491","cell",4088,2106,1.29647749510763,"2","2"
"cell_492","cell",4084,2067,0.122428991185113,"4","4"
"cell_493","cell",4072,2170,0.12278978388998,"4","4"
"cell_494","cell",4077,2383,0.294334069168506,"1","1"
"cell_495","cell",4074,2127,1.08001963672067,"0","0"
"cell_496","cell",4069,2307,0.712705824526911,"2","2"
"cell_497","cell",4046,2423,0.123578843302027,"5","5"
"cell_498","cell",4056,2109,0.29585798816568,"4","4"
"cell_499","cell",4055,2313,0.271270036991369,"4","4"
"cell_500","cell",4052,1893,1.92497532082922,"2","2"
"cell_501","cell",4042,2366,0.964868876793667,"0","0"
"cell_502","cell",4043,2108,0.296809300024734,"1","1"
"cell_503","cell",4040,1850,0.148514851485149,"10","10"
"cell_504","cell",4037,2296,0.619271736437949,"0","0"
"cell_505","cell",4035,2184,0.123915737298637,"0","0"
"cell_506","cell",4027,2029,0.397318102806059,"2","2"
"cell_507","cell",4017,2232,0.472989793378143,"4","4"
"cell_508","cell",4015,2133,0.149439601494396,"6","6"
"cell_509","cell",4017,2250,0.273836196166293,"3","3"
"cell_510","cell",3996,2293,0.45045045045045,"7","7"
"cell_511","cell",3991,1930,0.100225507391631,"4","4"
"cell_512","cell",3991,2305,0.100225507391631,"6","6"
"cell_513","cell",3985,2035,1.17942283563363,"4","4"
"cell_514","cell",3989,1903,0.0501378791677112,"4","4"
"cell_515","cell",3975,2363,0.226415094339623,"5","5"
"cell_516","cell",3970,2215,0.17632241813602,"6","6"
"cell_517","cell",3975,1995,0.226415094339623,"1","1"
"cell_518","cell",3967,2357,0.176455760020166,"0","0"
"cell_519","cell",3974,2088,0.0503271263210871,"4","4"
"cell_520","cell",3964,2045,0.554994954591322,"6","6"
"cell_521","cell",3960,2059,0.757575757575758,"6","6"
"cell_522","cell",3957,2150,0.151630022744503,"2","2"
"cell_523","cell",3955,2190,0.202275600505689,"7","7"
"cell_524","cell",3942,2115,1.62354134956875,"1","1"
"cell_525","cell",3938,1959,0.634840020314881,"2","2"
"cell_526","cell",3932,2252,0.0254323499491353,"4","4"
"cell_527","cell",3928,1927,0.0763747454175153,"4","4"
"cell_528","cell",3927,2164,0.254647313470843,"0","0"
"cell_529","cell",3918,2281,0.382848392036753,"5","5"
"cell_530","cell",3912,2034,0.357873210633947,"4","4"
"cell_531","cell",3915,2109,0.306513409961686,"5","5"
"cell_532","cell",3905,2303,0.0768245838668374,"0","0"
"cell_533","cell",3905,2225,0.153649167733675,"4","4"
"cell_534","cell",3901,1984,0.0256344527044348,"4","4"
"cell_535","cell",3899,2121,0.359066427289048,"4","4"
"cell_536","cell",3893,2343,0.23118417672746,"0","0"
"cell_537","cell",3885,2201,0.231660231660232,"5","5"
"cell_538","cell",3877,2103,0.180551973175135,"5","5"
"cell_539","cell",3875,2309,0.283870967741935,"1","1"
"cell_540","cell",3879,2138,0.232018561484919,"2","2"
"cell_541","cell",3875,2077,0.670967741935484,"1","1"
"cell_542","cell",3871,1802,0.180831826401447,"9","9"
"cell_543","cell",3868,2332,0.129265770423992,"0","0"
"cell_544","cell",3865,2061,0.284605433376455,"4","4"
"cell_545","cell",3868,2090,0.103412616339193,"3","3"
"cell_546","cell",3861,2221,0.129500129500129,"0","0"
"cell_547","cell",3856,2089,0.20746887966805,"0","0"
"cell_548","cell",3853,2345,0.181676615624189,"5","5"
"cell_549","cell",3853,2003,1.09005969374513,"3","3"
"cell_550","cell",3854,2118,0.726517903476907,"0","0"
"cell_551","cell",3850,2195,0.38961038961039,"6","6"
"cell_552","cell",3851,2159,0.727083874318359,"1","1"
"cell_553","cell",3846,2224,0.234009360374415,"3","3"
"cell_554","cell",3839,1966,0.364678301641052,"1","1"
"cell_555","cell",3830,2111,0.809399477806788,"0","0"
"cell_556","cell",3813,1703,0.2360346184107,"9","9"
"cell_557","cell",3820,2159,1.15183246073298,"1","1"
"cell_558","cell",3817,2196,0.864553314121038,"2","2"
"cell_559","cell",3817,2406,0,"0","0"
"cell_560","cell",3818,1764,0.0785751702462022,"8","8"
"cell_561","cell",3817,2004,0.916950484673828,"2","2"
"cell_562","cell",3816,2021,0.366876310272537,"3","3"
"cell_563","cell",3790,2319,0.131926121372032,"3","3"
"cell_564","cell",3785,2100,0.23778071334214,"4","4"
"cell_565","cell",3786,2024,0.528262017960909,"0","0"
"cell_566","cell",3787,2219,0.528122524425667,"0","0"
"cell_567","cell",3788,2018,0.29039070749736,"1","1"
"cell_568","cell",3778,2009,0.370566437268396,"4","4"
"cell_569","cell",3770,2227,0.477453580901857,"7","7"
"cell_570","cell",3770,1942,0.503978779840849,"1","1"
"cell_571","cell",3742,2096,0.427578834847675,"2","2"
"cell_572","cell",3739,2186,0.401176785236694,"7","7"
"cell_573","cell",3721,1786,0.107497984412792,"9","9"
"cell_574","cell",3734,1926,0.374933047670059,"1","1"
"cell_575","cell",3730,2146,0.241286863270778,"1","1"
"cell_576","cell",3725,2016,0.214765100671141,"2","2"
"cell_577","cell",3720,2072,0.349462365591398,"7","7"
"cell_578","cell",3712,2007,0.350215517241379,"10","10"
"cell_579","cell",3711,2182,0.242522231204527,"1","1"
"cell_580","cell",3708,2005,0.512405609492988,"8","8"
"cell_581","cell",3710,2033,0.646900269541779,"1","1"
"cell_582","cell",3695,2060,0.027063599458728,"0","0"
"cell_583","cell",3697,2031,0.189342710305653,"5","5"
"cell_584","cell",3697,2290,0.351636461996213,"0","0"
"cell_585","cell",3690,1682,0.29810298102981,"1","1"
"cell_586","cell",3681,2205,0.407497962510187,"1","1"
"cell_587","cell",3682,2141,0.162954915806627,"6","6"
"cell_588","cell",3678,2091,0.842849374660141,"1","1"
"cell_589","cell",3671,2059,0.245164805230182,"1","1"
"cell_590","cell",3671,1843,0.844456551348406,"3","3"
"cell_591","cell",3667,1795,0.299972729751841,"8","8"
"cell_592","cell",3653,2033,0.410621407062688,"8","8"
"cell_593","cell",3657,2066,0.792999726551818,"3","3"
"cell_594","cell",3624,1908,1.32450331125828,"4","4"
"cell_595","cell",3636,2090,0.385038503850385,"1","1"
"cell_596","cell",3634,2075,1.12823335167859,"1","1"
"cell_597","cell",3632,1897,0.19273127753304,"4","4"
"cell_598","cell",3633,2056,0.11010184420589,"6","6"
"cell_599","cell",3623,2199,0.248412917471709,"3","3"
"cell_600","cell",3623,1967,0.855644493513663,"4","4"
"cell_601","cell",3619,2027,0.303951367781155,"3","3"
"cell_602","cell",3618,2133,0.359314538419016,"1","1"
"cell_603","cell",3618,1933,1.13322277501382,"1","1"
"cell_604","cell",3607,2096,0.360410313279734,"1","1"
"cell_605","cell",3608,1872,0.332594235033259,"4","4"
"cell_606","cell",3604,2048,0.305216426193119,"4","4"
"cell_607","cell",3604,2110,0.249722530521643,"4","4"
"cell_608","cell",3596,2106,0.333704115684093,"0","0"
"cell_609","cell",3602,1913,0.749583564686285,"4","4"
"cell_610","cell",3604,1945,0.332963374028857,"1","1"
"cell_611","cell",3596,1879,0.417130144605117,"1","1"
"cell_612","cell",3586,2094,0.139431121026213,"3","3"
"cell_613","cell",3591,2001,0.75187969924812,"7","7"
"cell_614","cell",3587,2078,0.892110398661834,"2","2"
"cell_615","cell",3585,2049,0.808926080892608,"2","2"
"cell_616","cell",3563,1891,0.701655907942745,"8","8"
"cell_617","cell",3581,1852,0.335101926836079,"7","7"
"cell_618","cell",3573,2026,0.139938427092079,"5","5"
"cell_619","cell",3570,2158,0.0560224089635854,"2","2"
"cell_620","cell",3560,2116,0.280898876404494,"0","0"
"cell_621","cell",3562,2031,0.112296462661426,"0","0"
"cell_622","cell",3552,1785,0.281531531531532,"4","4"
"cell_623","cell",3545,2166,0.169252468265162,"3","3"
"cell_624","cell",3552,1954,1.04166666666667,"2","2"
"cell_625","cell",3552,1960,0.0281531531531532,"4","4"
"cell_626","cell",3546,2156,0.338409475465313,"0","0"
"cell_627","cell",3537,1983,0.254452926208651,"1","1"
"cell_628","cell",3530,2147,0.254957507082153,"0","0"
"cell_629","cell",3532,1973,0.113250283125708,"7","7"
"cell_630","cell",3534,2006,0.254668930390492,"1","1"
"cell_631","cell",3527,1986,0.170116246101503,"5","5"
"cell_632","cell",3522,2049,0.141964792731403,"6","6"
"cell_633","cell",3518,2081,0.255827174530984,"0","0"
"cell_634","cell",3506,2248,0.427837992013691,"5","5"
"cell_635","cell",3512,2007,0.284738041002278,"1","1"
"cell_636","cell",3504,2027,0.256849315068493,"4","4"
"cell_637","cell",3508,1598,1.14025085518814,"9","9"
"cell_638","cell",3506,1976,0.684540787221905,"1","1"
"cell_639","cell",3486,1964,0.200803212851406,"4","4"
"cell_640","cell",3485,2179,0,"2","2"
"cell_641","cell",3481,2074,0.2298190175237,"1","1"
"cell_642","cell",3487,1852,0.286779466590192,"3","3"
"cell_643","cell",3478,1972,0.488786658999425,"1","1"
"cell_644","cell",3476,1971,0.172612197928654,"4","4"
"cell_645","cell",3476,2052,0.115074798619102,"1","1"
"cell_646","cell",3468,2012,0.288350634371396,"6","6"
"cell_647","cell",3469,2143,0.317094263476506,"5","5"
"cell_648","cell",3458,1878,0.404858299595142,"4","4"
"cell_649","cell",3458,1986,0.260266049739734,"3","3"
"cell_650","cell",3457,2092,0.115707260630605,"0","0"
"cell_651","cell",3456,1787,0.318287037037037,"3","3"
"cell_652","cell",3451,2042,0.173862648507679,"1","1"
"cell_653","cell",3446,1950,0.638421358096344,"3","3"
"cell_654","cell",3442,2049,0.0871586287042417,"0","0"
"cell_655","cell",3447,1909,0.696257615317667,"7","7"
"cell_656","cell",3442,1967,1.0459035444509,"1","1"
"cell_657","cell",3442,2061,0.464846019755956,"2","2"
"cell_658","cell",3430,1986,0.0874635568513119,"0","0"
"cell_659","cell",3437,1802,0.407331975560081,"3","3"
"cell_660","cell",3435,1905,0.0582241630276565,"4","4"
"cell_661","cell",3438,1955,0.523560209424084,"3","3"
"cell_662","cell",3432,2028,0.174825174825175,"0","0"
"cell_663","cell",3432,1903,0.757575757575758,"0","0"
"cell_664","cell",3432,2068,0.32051282051282,"0","0"
"cell_665","cell",3426,1893,0.175131348511384,"6","6"
"cell_666","cell",3420,1847,0.263157894736842,"6","6"
"cell_667","cell",3416,1906,0.468384074941452,"2","2"
"cell_668","cell",3417,1927,0.819432250512145,"0","0"
"cell_669","cell",3415,1538,0.468521229868228,"9","9"
"cell_670","cell",3416,2063,0.204918032786885,"4","4"
"cell_671","cell",3416,1917,1.02459016393443,"2","2"
"cell_672","cell",3409,1941,0.0293341155764154,"7","7"
"cell_673","cell",3408,1915,0.352112676056338,"1","1"
"cell_674","cell",3402,2002,0.0881834215167548,"0","0"
"cell_675","cell",3395,2009,0.206185567010309,"6","6"
"cell_676","cell",3383,1928,1.21194206325746,"2","2"
"cell_677","cell",3381,1989,0.0591540964211772,"4","4"
"cell_678","cell",3376,1824,0.562796208530806,"1","1"
"cell_679","cell",3377,1898,0.799526206692331,"2","2"
"cell_680","cell",3372,1876,0.266903914590747,"1","1"
"cell_681","cell",3370,1853,0.267062314540059,"2","2"
"cell_682","cell",3364,1919,0.237812128418549,"1","1"
"cell_683","cell",3350,1964,0.388059701492537,"4","4"
"cell_684","cell",3348,1883,0.1194743130227,"6","6"
"cell_685","cell",3344,1997,1.4055023923445,"2","2"
"cell_686","cell",3341,1950,0.478898533373242,"3","3"
"cell_687","cell",3337,2073,0.179802217560683,"4","4"
"cell_688","cell",3321,2138,0.240891297801867,"0","0"
"cell_689","cell",3324,1824,0.150421179302046,"4","4"
"cell_690","cell",3316,1898,0.241254523522316,"1","1"
"cell_691","cell",3317,1681,0.994874886946036,"2","2"
"cell_692","cell",3310,1689,0.604229607250755,"2","2"
"cell_693","cell",3309,1894,0.0302206104563312,"3","3"
"cell_694","cell",3308,1873,0.332527206771463,"0","0"
"cell_695","cell",3307,1756,0.483822195343211,"7","7"
"cell_696","cell",3300,2170,0,"5","5"
"cell_697","cell",3299,2046,0.09093664746893,"4","4"
"cell_698","cell",3272,2010,0.0305623471882641,"0","0"
"cell_699","cell",3293,1945,0.182204676586699,"1","1"
"cell_700","cell",3291,2183,0.425402613187481,"1","1"
"cell_701","cell",3292,1884,1.06318347509113,"1","1"
"cell_702","cell",3286,1796,0.304321363359708,"0","0"
"cell_703","cell",3279,1421,0.0914913083257091,"9","9"
"cell_704","cell",3282,1906,0.48750761730652,"7","7"
"cell_705","cell",3283,1811,0.335059396893086,"4","4"
"cell_706","cell",3282,1837,0.335161486898233,"4","4"
"cell_707","cell",3283,1915,0.548279013097776,"1","1"
"cell_708","cell",3283,1806,0.70057873895827,"1","1"
"cell_709","cell",3277,1806,0.213610009154715,"3","3"
"cell_710","cell",3275,1786,0.213740458015267,"0","0"
"cell_711","cell",3269,1851,0.489446313857449,"0","0"
"cell_712","cell",3266,1878,0.122473974280465,"0","0"
"cell_713","cell",3264,1945,0.183823529411765,"1","1"
"cell_714","cell",3258,1887,0.460405156537753,"10","10"
"cell_715","cell",3256,1990,0.614250614250614,"3","3"
"cell_716","cell",3260,1993,0.306748466257669,"4","4"
"cell_717","cell",3252,1962,0.30750307503075,"3","3"
"cell_718","cell",3249,2012,0.215450907971684,"0","0"
"cell_719","cell",3246,2022,0.123228589032656,"5","5"
"cell_720","cell",3254,1717,0.553165334972342,"3","3"
"cell_721","cell",3251,1758,3.90649031067364,"7","7"
"cell_722","cell",3233,1731,0.247448190535107,"10","10"
"cell_723","cell",3249,1832,0.307787011388119,"3","3"
"cell_724","cell",3240,2052,0.216049382716049,"0","0"
"cell_725","cell",3234,1868,0.773036487322202,"4","4"
"cell_726","cell",3240,1788,0.617283950617284,"3","3"
"cell_727","cell",3234,1924,0.0927643784786642,"1","1"
"cell_728","cell",3235,1854,0.432766615146832,"3","3"
"cell_729","cell",3230,2033,0.309597523219814,"6","6"
"cell_730","cell",3231,1882,0.0619003404518725,"3","3"
"cell_731","cell",3221,1970,0.341508848183794,"0","0"
"cell_732","cell",3220,1581,0.186335403726708,"4","4"
"cell_733","cell",3214,2101,0.0622277535780958,"0","0"
"cell_734","cell",3205,1660,0.717628705148206,"2","2"
"cell_735","cell",3204,1852,0.468164794007491,"0","0"
"cell_736","cell",3198,1828,0.125078173858662,"0","0"
"cell_737","cell",3196,1709,0.563204005006258,"4","4"
"cell_738","cell",3199,1601,0.250078149421694,"1","1"
"cell_739","cell",3196,1911,0.0938673341677096,"5","5"
"cell_740","cell",3197,1767,0.344072568032531,"2","2"
"cell_741","cell",3189,1843,0.721229225462527,"2","2"
"cell_742","cell",3183,2009,0.0628338045868677,"1","1"
"cell_743","cell",3187,1713,0.376529651710072,"2","2"
"cell_744","cell",3180,1842,0.754716981132076,"2","2"
"cell_745","cell",3181,2021,0.345803206538824,"0","0"
"cell_746","cell",3178,1781,0.0943989930774072,"4","4"
"cell_747","cell",3173,1980,0.630318310746927,"7","7"
"cell_748","cell",3172,1889,0.220680958385876,"0","0"
"cell_749","cell",3174,2023,0.252047889098929,"0","0"
"cell_750","cell",3168,1888,0.347222222222222,"7","7"
"cell_751","cell",3163,1872,0.094846664558963,"0","0"
"cell_752","cell",3167,1950,0.157878118092832,"3","3"
"cell_753","cell",3167,1889,0.568361225134196,"0","0"
"cell_754","cell",3166,1854,0.0947567909033481,"3","3"
"cell_755","cell",3161,1750,0.601075608984499,"1","1"
"cell_756","cell",3158,1792,0.443318556048132,"1","1"
"cell_757","cell",3150,1780,0.285714285714286,"4","4"
"cell_758","cell",3148,1906,0.285895806861499,"6","6"
"cell_759","cell",3141,2042,0.541228907991086,"0","0"
"cell_760","cell",3138,1981,0.605481198215424,"1","1"
"cell_761","cell",3136,1815,0.510204081632653,"7","7"
"cell_762","cell",3131,1830,0.19163206643245,"4","4"
"cell_763","cell",3131,1872,0.574896199297349,"4","4"
"cell_764","cell",3118,1735,0.609364977549711,"2","2"
"cell_765","cell",3107,1712,0.450595429674928,"2","2"
"cell_766","cell",3097,1942,0.516628995802389,"0","0"
"cell_767","cell",3102,1935,0.193423597678917,"3","3"
"cell_768","cell",3097,1903,0.129157248950597,"0","0"
"cell_769","cell",3092,1769,0.161707632600259,"3","3"
"cell_770","cell",3088,1843,0.712435233160622,"1","1"
"cell_771","cell",3094,1892,0.0323206205559147,"1","1"
"cell_772","cell",3090,1798,0.258899676375405,"1","1"
"cell_773","cell",3085,1646,0.421393841166937,"4","4"
"cell_774","cell",3081,1777,0,"4","4"
"cell_775","cell",3083,1771,0.259487512163477,"6","6"
"cell_776","cell",3082,1933,0.9085009733939,"1","1"
"cell_777","cell",3058,1907,0.26160889470242,"0","0"
"cell_778","cell",3063,1517,0.0652954619653934,"2","2"
"cell_779","cell",3055,1701,0.687397708674304,"3","3"
"cell_780","cell",3055,1835,0.556464811783961,"0","0"
"cell_781","cell",3052,1856,0.0982961992136304,"4","4"
"cell_782","cell",3045,1939,0.689655172413793,"0","0"
"cell_783","cell",3049,1779,0.459166939980321,"1","1"
"cell_784","cell",3053,1985,0.29479200786112,"0","0"
"cell_785","cell",3050,1877,0.295081967213115,"0","0"
"cell_786","cell",3052,1680,0.262123197903014,"6","6"
"cell_787","cell",3045,1815,0.755336617405583,"1","1"
"cell_788","cell",3042,1844,0.328731097961867,"0","0"
"cell_789","cell",3041,1891,0,"3","3"
"cell_790","cell",3038,1996,0.460829493087558,"0","0"
"cell_791","cell",3037,1938,0.856108001317089,"1","1"
"cell_792","cell",3036,1784,0.625823451910408,"1","1"
"cell_793","cell",3032,1818,0.296833773087071,"0","0"
"cell_794","cell",3032,1788,0.296833773087071,"1","1"
"cell_795","cell",3024,1704,0.727513227513227,"2","2"
"cell_796","cell",3023,1859,0.363876943433675,"4","4"
"cell_797","cell",3016,1901,0.563660477453581,"3","3"
"cell_798","cell",3019,1775,0.861212321960914,"2","2"
"cell_799","cell",3014,1984,0.19907100199071,"0","0"
"cell_800","cell",3018,1827,0.198807157057654,"7","7"
"cell_801","cell",3015,1837,0.066334991708126,"0","0"
"cell_802","cell",3017,1769,0.563473649320517,"3","3"
"cell_803","cell",3011,1875,0.53138492195284,"3","3"
"cell_804","cell",3005,1902,0.399334442595674,"1","1"
"cell_805","cell",3003,2016,0.432900432900433,"5","5"
"cell_806","cell",3006,1792,0.698602794411178,"1","1"
"cell_807","cell",2999,1751,0.500166722240747,"9","9"
"cell_808","cell",3005,1840,0.199667221297837,"1","1"
"cell_809","cell",3001,1814,0.56647784071976,"6","6"
"cell_810","cell",2998,1772,0.200133422281521,"5","5"
"cell_811","cell",2990,1809,0.133779264214047,"0","0"
"cell_812","cell",2999,1383,0.266755585195065,"4","4"
"cell_813","cell",3000,1890,0.4,"6","6"
"cell_814","cell",3002,1890,0.266489007328448,"5","5"
"cell_815","cell",2991,1883,0.0668672684720829,"3","3"
"cell_816","cell",2985,1875,0.100502512562814,"4","4"
"cell_817","cell",2991,1690,1.33734536944166,"2","2"
"cell_818","cell",2986,1814,0.636302746148694,"4","4"
"cell_819","cell",2986,1775,0.267916945746818,"4","4"
"cell_820","cell",2982,1890,0.201207243460765,"3","3"
"cell_821","cell",2979,1744,0.134273246055723,"4","4"
"cell_822","cell",2981,1839,0.335457900033546,"3","3"
"cell_823","cell",2975,1830,0.100840336134454,"0","0"
"cell_824","cell",2973,1764,0.403632694248234,"1","1"
"cell_825","cell",2977,1755,0.604635539133356,"0","0"
"cell_826","cell",2976,1671,0.672043010752688,"7","7"
"cell_827","cell",2975,1800,0.773109243697479,"1","1"
"cell_828","cell",2972,1826,0.235531628532974,"3","3"
"cell_829","cell",2971,1793,0.168293503870751,"5","5"
"cell_830","cell",2971,1627,0.269269606193201,"6","6"
"cell_831","cell",2967,1763,0.674081563869228,"7","7"
"cell_832","cell",2964,1769,0.0674763832658569,"0","0"
"cell_833","cell",2958,1931,0.101419878296146,"1","1"
"cell_834","cell",2955,1799,0.710659898477157,"1","1"
"cell_835","cell",2957,1815,0.405816706121069,"2","2"
"cell_836","cell",2945,1479,0.237691001697793,"9","9"
"cell_837","cell",2953,1820,0.846596681341009,"6","6"
"cell_838","cell",2950,1702,0.135593220338983,"1","1"
"cell_839","cell",2944,1757,0.237771739130435,"7","7"
"cell_840","cell",2947,1733,0.678656260604004,"2","2"
"cell_841","cell",2941,1619,0.340020401224073,"4","4"
"cell_842","cell",2945,1729,0.747028862478778,"1","1"
"cell_843","cell",2935,1875,0.0681431005110733,"5","5"
"cell_844","cell",2935,1837,0.40885860306644,"0","0"
"cell_845","cell",2935,1372,0.681431005110733,"1","1"
"cell_846","cell",2938,1639,0.170183798502383,"3","3"
"cell_847","cell",2931,1881,0.136472193790515,"0","0"
"cell_848","cell",2922,1647,0.410677618069815,"8","8"
"cell_849","cell",2931,1725,0.375298532923917,"3","3"
"cell_850","cell",2929,1784,0.375554796858996,"3","3"
"cell_851","cell",2927,1805,0.0683293474547318,"5","5"
"cell_852","cell",2921,1719,0.239643957548785,"0","0"
"cell_853","cell",2921,1834,0.205409106470387,"1","1"
"cell_854","cell",2920,1722,0.102739726027397,"1","1"
"cell_855","cell",2915,1806,0.343053173241852,"2","2"
"cell_856","cell",2918,1657,0.582590815627142,"6","6"
"cell_857","cell",2906,1641,0.584996558843771,"1","1"
"cell_858","cell",2905,1774,0.0688468158347676,"0","0"
"cell_859","cell",2902,1522,0.172294968986906,"9","9"
"cell_860","cell",2893,1705,0.79502246802627,"0","0"
"cell_861","cell",2897,1701,1.17362789092164,"1","1"
"cell_862","cell",2900,1398,0.275862068965517,"2","2"
"cell_863","cell",2897,1763,0.345184673800483,"2","2"
"cell_864","cell",2880,1763,0.416666666666667,"1","1"
"cell_865","cell",2881,1759,0.0694203401596668,"1","1"
"cell_866","cell",2880,1796,0.3125,"4","4"
"cell_867","cell",2882,1751,0.312283136710618,"6","6"
"cell_868","cell",2876,1357,0.208623087621697,"0","0"
"cell_869","cell",2877,1586,0.208550573514077,"1","1"
"cell_870","cell",2873,1782,0.348068221371389,"3","3"
"cell_871","cell",2871,1799,0.870776732845698,"0","0"
"cell_872","cell",2874,1824,0.34794711203897,"3","3"
"cell_873","cell",2867,1628,0.313916986396931,"4","4"
"cell_874","cell",2865,1937,0.174520069808028,"0","0"
"cell_875","cell",2858,1667,0.174947515745276,"4","4"
"cell_876","cell",2856,1648,1.89075630252101,"7","7"
"cell_877","cell",2857,1452,0.210010500525026,"9","9"
"cell_878","cell",2856,1642,0.525210084033613,"0","0"
"cell_879","cell",2852,1833,0.946704067321178,"0","0"
"cell_880","cell",2850,1711,0.105263157894737,"3","3"
"cell_881","cell",2841,1644,0.351988736360436,"4","4"
"cell_882","cell",2850,1714,0.105263157894737,"2","2"
"cell_883","cell",2846,1734,1.01897399859452,"4","4"
"cell_884","cell",2847,1721,0.245872848612575,"3","3"
"cell_885","cell",2845,1442,0.386643233743409,"8","8"
"cell_886","cell",2848,1666,1.01825842696629,"2","2"
"cell_887","cell",2846,1480,0.667603654251581,"2","2"
"cell_888","cell",2837,1866,0.246739513570673,"0","0"
"cell_889","cell",2840,1776,0.28169014084507,"0","0"
"cell_890","cell",2836,1837,0.141043723554302,"6","6"
"cell_891","cell",2833,1674,0.282386163078009,"0","0"
"cell_892","cell",2835,1601,0.634920634920635,"4","4"
"cell_893","cell",2829,1550,0.530222693531283,"2","2"
"cell_894","cell",2818,1868,0.14194464158978,"5","5"
"cell_895","cell",2812,1868,1.20910384068279,"2","2"
"cell_896","cell",2816,1889,0.0710227272727273,"5","5"
"cell_897","cell",2823,1651,0.67304286220333,"7","7"
"cell_898","cell",2816,1723,0.355113636363636,"2","2"
"cell_899","cell",2813,1702,0.142196942765731,"8","8"
"cell_900","cell",2818,1712,0.35486160397445,"3","3"
"cell_901","cell",2816,1862,0.78125,"3","3"
"cell_902","cell",2811,1817,0.32017075773746,"5","5"
"cell_903","cell",2818,1695,1.34847409510291,"7","7"
"cell_904","cell",2816,1631,0.248579545454545,"8","8"
"cell_905","cell",2815,1811,0.0355239786856128,"2","2"
"cell_906","cell",2812,1612,0.462304409672831,"1","1"
"cell_907","cell",2794,1805,0.501073729420186,"1","1"
"cell_908","cell",2794,1838,0.751610594130279,"0","0"
"cell_909","cell",2795,1539,0.035778175313059,"0","0"
"cell_910","cell",2791,1464,0.644930132568972,"9","9"
"cell_911","cell",2787,1942,0,"5","5"
"cell_912","cell",2793,1722,1.03831006086645,"2","2"
"cell_913","cell",2784,1451,0.466954022988506,"4","4"
"cell_914","cell",2791,1583,0.250806162665711,"7","7"
"cell_915","cell",2789,1640,0.430261742560057,"6","6"
"cell_916","cell",2785,1682,0.323159784560144,"3","3"
"cell_917","cell",2778,1723,0.323974082073434,"1","1"
"cell_918","cell",2772,1801,0.324675324675325,"0","0"
"cell_919","cell",2767,1643,2.78279725334297,"7","7"
"cell_920","cell",2761,1590,0.289750090546903,"0","0"
"cell_921","cell",2766,1647,0.253073029645698,"3","3"
"cell_922","cell",2765,1645,0.144665461121157,"4","4"
"cell_923","cell",2756,1785,0.108853410740203,"1","1"
"cell_924","cell",2751,1625,0.69065794256634,"5","5"
"cell_925","cell",2756,1588,0.108853410740203,"2","2"
"cell_926","cell",2751,1740,0.109051254089422,"0","0"
"cell_927","cell",2749,1687,0.218261185885777,"5","5"
"cell_928","cell",2748,1554,0.946142649199418,"3","3"
"cell_929","cell",2744,1736,0.619533527696793,"2","2"
"cell_930","cell",2745,1832,0.0364298724954463,"0","0"
"cell_931","cell",2745,1632,0.255009107468124,"4","4"
"cell_932","cell",2739,1699,0.547645125958379,"4","4"
"cell_933","cell",2740,1664,0.656934306569343,"1","1"
"cell_934","cell",2737,1733,0.182681768359518,"5","5"
"cell_935","cell",2738,1550,0.328707085463842,"3","3"
"cell_936","cell",2730,1672,0.146520146520147,"4","4"
"cell_937","cell",2732,1787,0.183016105417277,"6","6"
"cell_938","cell",2736,1560,0.182748538011696,"1","1"
"cell_939","cell",2723,1707,0.220345207491737,"0","0"
"cell_940","cell",2728,1289,0.146627565982405,"9","9"
"cell_941","cell",2726,1745,0.110051357300073,"3","3"
"cell_942","cell",2714,1642,0.884303610906411,"5","5"
"cell_943","cell",2714,1887,0.110537951363301,"5","5"
"cell_944","cell",2709,1745,0.073827980804725,"0","0"
"cell_945","cell",2713,1535,0.847769996314044,"2","2"
"cell_946","cell",2710,1542,0.14760147601476,"8","8"
"cell_947","cell",2712,1551,0.553097345132743,"0","0"
"cell_948","cell",2702,1657,0.333086602516654,"1","1"
"cell_949","cell",2701,1542,1.55497963717142,"2","2"
"cell_950","cell",2692,1787,0.037147102526003,"0","0"
"cell_951","cell",2697,1616,0.519095291064145,"3","3"
"cell_952","cell",2689,1699,0.520639642989959,"0","0"
"cell_953","cell",2690,1519,0.408921933085502,"1","1"
"cell_954","cell",2687,1646,0.521027167845181,"1","1"
"cell_955","cell",2681,1766,0.261096605744125,"3","3"
"cell_956","cell",2679,1766,0.634565136244868,"2","2"
"cell_957","cell",2677,1733,0.298841987299216,"5","5"
"cell_958","cell",2680,1648,0.41044776119403,"2","2"
"cell_959","cell",2668,1653,0.337331334332834,"4","4"
"cell_960","cell",2678,1492,0.336071695294996,"0","0"
