"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_345","cell",12898,3989,0.147309660412467,"0","0"
"cell_346","cell",12886,4230,0.0465621604842465,"3","3"
"cell_347","cell",12865,4267,0.474154683249126,"3","3"
"cell_348","cell",12816,4705,0.741260923845193,"2","2"
"cell_349","cell",12795,4511,0.195388823759281,"1","1"
"cell_350","cell",12800,4309,0.375,"0","0"
"cell_351","cell",12790,4418,0.55512118842846,"2","2"
"cell_352","cell",12784,4533,0.821339173967459,"0","0"
"cell_353","cell",12775,4474,0.367906066536204,"1","1"
"cell_354","cell",12766,4679,0.52483158389472,"2","2"
"cell_355","cell",12696,4860,0.244171392564587,"2","2"
"cell_356","cell",12684,4636,0.283822138126774,"2","2"
"cell_357","cell",12676,4819,0.142000631113916,"0","0"
"cell_358","cell",12633,4333,0.372041478666983,"0","0"
"cell_359","cell",12628,4277,0.221729490022173,"1","1"
"cell_361","cell",12629,4183,0.475096998970623,"0","0"
"cell_362","cell",12617,4647,0.309106760719664,"3","3"
"cell_363","cell",12583,4153,0.341730906778988,"5","5"
"cell_364","cell",12580,4411,0.262321144674086,"1","1"
"cell_365","cell",12575,4966,0.89065606361829,"4","4"
"cell_366","cell",12548,4672,0.66942939113803,"1","1"
"cell_367","cell",12562,4325,0.278618054449928,"0","0"
"cell_368","cell",12554,4582,0.238967659710053,"0","0"
"cell_369","cell",12542,4231,0.255142720459257,"3","3"
"cell_370","cell",12536,4092,0.0717932354818124,"0","0"
"cell_371","cell",12503,4329,0.14396544829241,"0","0"
"cell_372","cell",12508,4036,0.191877198592901,"0","0"
"cell_373","cell",12485,4406,0.208249899879856,"0","0"
"cell_374","cell",12490,4449,0.184147317854283,"2","2"
"cell_375","cell",12481,4588,1.11369281307588,"6","6"
"cell_376","cell",12475,4476,0.240480961923848,"6","6"
"cell_377","cell",12438,4525,0.498472423219167,"4","4"
"cell_378","cell",12399,4331,0.572626824743931,"1","1"
"cell_379","cell",12379,4849,0.0484691816786493,"0","0"
"cell_380","cell",12374,4625,0.49296912881849,"6","6"
"cell_381","cell",12331,4382,0.324385694590869,"3","3"
"cell_382","cell",12318,4822,0.787465497645722,"1","1"
"cell_383","cell",12314,4645,0.267987656326133,"6","6"
"cell_384","cell",12303,4165,0.747785093066732,"4","4"
"cell_385","cell",12278,4790,0.162892979312592,"1","1"
"cell_386","cell",12283,4605,0.333794675567858,"2","2"
"cell_387","cell",12278,4186,0.20361622414074,"0","0"
"cell_389","cell",12241,4525,0.163385344334613,"1","1"
"cell_390","cell",12239,4164,0.596453958656753,"4","4"
"cell_391","cell",12204,4413,0.21304490331039,"0","0"
"cell_392","cell",12206,4327,0.294936916270687,"5","5"
"cell_393","cell",12199,4409,0.401672268218706,"3","3"
"cell_394","cell",12194,3963,0.451041495817615,"0","0"
"cell_395","cell",12190,4359,0.287120590648072,"3","3"
"cell_396","cell",12194,3759,0.516647531572905,"0","0"
"cell_397","cell",12175,4242,0.418891170431211,"2","2"
"cell_398","cell",12150,4609,0.320987654320988,"1","1"
"cell_399","cell",12129,4552,0.321543408360129,"0","0"
"cell_400","cell",12116,4691,0.363156157147573,"4","4"
"cell_401","cell",12056,4652,0.282017252820173,"0","0"
"cell_402","cell",12040,4660,0.548172757475083,"4","4"
"cell_403","cell",12035,4621,0.390527627752389,"3","3"
"cell_404","cell",12032,4302,0.0664893617021277,"1","1"
"cell_405","cell",12038,4522,0.240903804618707,"2","2"
"cell_406","cell",12023,4614,0.199617399983365,"6","6"
"cell_407","cell",12016,4468,0.133155792276964,"1","1"
"cell_408","cell",12010,4592,1.03247293921732,"2","2"
"cell_409","cell",11990,4050,0.100083402835696,"2","2"
"cell_410","cell",11987,4123,0.417118545090515,"3","3"
"cell_411","cell",11953,4148,0.217518614573747,"3","3"
"cell_412","cell",11950,4528,0.192468619246862,"3","3"
"cell_413","cell",11932,4549,0.343613811599061,"0","0"
"cell_414","cell",11923,4592,0.738069277866309,"2","2"
"cell_415","cell",11864,4419,0.733310856372218,"6","6"
"cell_416","cell",11863,4699,0.750231813200708,"6","6"
"cell_417","cell",11841,4882,0.422261633307998,"2","2"
"cell_418","cell",11824,4112,0.57510148849797,"1","1"
"cell_419","cell",11815,4382,0.236986881083369,"2","2"
"cell_420","cell",11808,4481,0.855352303523035,"1","1"
"cell_421","cell",11808,4130,0.254065040650406,"3","3"
"cell_422","cell",11798,4195,0.169520257670792,"0","0"
"cell_423","cell",11791,4266,0.398609108642185,"0","0"
"cell_424","cell",11792,4037,0.814111261872456,"5","5"
"cell_425","cell",11782,4337,0.41588864369377,"5","5"
"cell_426","cell",11731,4336,0.17901287187793,"1","1"
"cell_427","cell",11734,4224,0.460201124936083,"1","1"
"cell_428","cell",11727,4333,0.665131747249936,"1","1"
"cell_429","cell",11725,4361,0.110874200426439,"1","1"
"cell_430","cell",11718,4835,0.682710360129715,"6","6"
"cell_431","cell",11707,4157,0.15375416417528,"0","0"
"cell_432","cell",11698,4084,0.273551034364849,"1","1"
"cell_433","cell",11688,4783,0.932580424366872,"2","2"
"cell_434","cell",11612,3907,0.111953151911815,"0","0"
"cell_435","cell",11616,4322,0.15495867768595,"0","0"
"cell_436","cell",11615,4020,0.645716745587602,"6","6"
"cell_437","cell",11607,4050,0.0947703971741191,"3","3"
"cell_438","cell",11610,4454,0.82687338501292,"0","0"
"cell_439","cell",11590,4242,0.181190681622088,"0","0"
"cell_440","cell",11569,4291,0.99403578528827,"5","5"
"cell_441","cell",11563,4468,0.069186197353628,"2","2"
"cell_442","cell",11556,4191,0.155763239875389,"3","3"
"cell_443","cell",11544,4036,0.0952875952875953,"0","0"
"cell_444","cell",11520,4466,0.746527777777778,"1","1"
"cell_445","cell",11517,4465,0.65989406963619,"6","6"
"cell_446","cell",11514,4308,0.21712697585548,"1","1"
"cell_447","cell",11515,4360,0.0781589231437256,"0","0"
"cell_448","cell",11465,4593,2.72132577409507,"4","4"
"cell_449","cell",11465,4422,0.392498909725251,"1","1"
"cell_450","cell",11425,3655,0.0962800875273523,"5","5"
"cell_451","cell",11416,4260,0.446741415557113,"6","6"
"cell_452","cell",11413,4112,0.122667133970034,"1","1"
"cell_453","cell",11409,4561,3.86536944517486,"4","4"
"cell_454","cell",11384,4354,0.773014757554462,"1","1"
"cell_455","cell",11377,3903,0.123055286982509,"0","0"
"cell_456","cell",11371,4317,0.510069474980213,"3","3"
"cell_457","cell",11373,4060,0.896860986547085,"6","6"
"cell_458","cell",11372,4223,0.272599366865987,"1","1"
"cell_459","cell",11369,4104,0.193508663910634,"5","5"
"cell_460","cell",11360,4341,0.308098591549296,"2","2"
"cell_461","cell",11355,4061,0.581241743725231,"0","0"
"cell_462","cell",11331,4269,0.70602771158768,"6","6"
"cell_463","cell",11320,4243,0.326855123674912,"3","3"
"cell_464","cell",11308,4838,1.07888220728688,"4","4"
"cell_465","cell",11301,4202,0.991062737810813,"6","6"
"cell_466","cell",11277,4763,0.948833909727764,"2","2"
"cell_467","cell",11285,4251,0.194949047408064,"4","4"
"cell_468","cell",11277,4150,0.815819810233218,"2","2"
"cell_469","cell",11274,3966,0.0709597303530247,"1","1"
"cell_470","cell",11272,3999,1.59687721788503,"2","2"
"cell_471","cell",11265,3823,0.204172214824678,"0","0"
"cell_472","cell",11257,4226,0.0888336146397797,"3","3"
"cell_473","cell",11243,4399,0.658187316552521,"6","6"
"cell_474","cell",11235,4296,0.400534045393859,"1","1"
"cell_475","cell",11213,4541,0.606438954784625,"3","3"
"cell_476","cell",11209,4105,0.294406280667321,"2","2"
"cell_477","cell",11208,4223,0.151677373304782,"1","1"
"cell_478","cell",11208,4593,0.981441827266238,"1","1"
"cell_479","cell",11206,4214,1.2850258789934,"1","1"
"cell_480","cell",11200,4142,0.419642857142857,"3","3"
"cell_481","cell",11200,4333,0.330357142857143,"0","0"
"cell_482","cell",11191,4385,0.464659101063354,"2","2"
"cell_483","cell",11192,4105,0.116154395997141,"0","0"
"cell_484","cell",11191,4169,0.0625502636046823,"0","0"
"cell_485","cell",11178,3796,0.339953480050098,"1","1"
"cell_486","cell",11165,4369,0.698611733094492,"3","3"
"cell_487","cell",11157,4210,0.224074572017567,"3","3"
"cell_488","cell",11155,4005,1.21918422232183,"5","5"
"cell_489","cell",11154,3705,0.0806885422270038,"0","0"
"cell_490","cell",11148,4609,1.85683530678149,"4","4"
"cell_491","cell",11137,4186,0.763221693454252,"5","5"
"cell_492","cell",11126,3924,0.0179759122775481,"1","1"
"cell_493","cell",11123,3821,0.278701789085678,"0","0"
"cell_494","cell",11105,4022,0.171094101755966,"0","0"
"cell_495","cell",11109,4185,0.450085516248087,"6","6"
"cell_496","cell",11110,4081,0.369036903690369,"0","0"
"cell_497","cell",11092,4269,0.495852866931122,"5","5"
"cell_498","cell",11071,4187,0.126456507993858,"0","0"
"cell_499","cell",11066,4107,0.542201337429966,"3","3"
"cell_500","cell",11060,4275,0.226039783001808,"0","0"
"cell_501","cell",11061,3904,0.12657083446343,"0","0"
"cell_502","cell",11056,4171,0.0723589001447178,"3","3"
"cell_503","cell",11052,3519,0.0271444082519001,"0","0"
"cell_504","cell",11046,4017,0.135795763172189,"5","5"
"cell_505","cell",11042,3770,0.389422206122079,"0","0"
"cell_506","cell",11024,4380,0.335631349782293,"1","1"
"cell_507","cell",11018,4169,0.925757850789617,"2","2"
"cell_508","cell",11020,4117,0.172413793103448,"2","2"
"cell_509","cell",11016,4123,0.127087872185911,"3","3"
"cell_510","cell",11008,4326,1.03561046511628,"0","0"
"cell_511","cell",10983,4084,0.464354001638896,"5","5"
"cell_512","cell",10976,3970,0.154883381924198,"1","1"
"cell_513","cell",10962,3955,0.30103995621237,"0","0"
"cell_514","cell",10930,4205,0.420860018298262,"2","2"
"cell_515","cell",10929,3958,0.0823497117760088,"1","1"
"cell_516","cell",10923,4218,0.0640849583447771,"1","1"
"cell_517","cell",10920,4077,0.210622710622711,"3","3"
"cell_518","cell",10919,4407,0.174008608846964,"1","1"
"cell_519","cell",10894,4183,0.38553332109418,"0","0"
"cell_520","cell",10896,4079,0.183553597650514,"3","3"
"cell_521","cell",10896,3922,0.137665198237885,"1","1"
"cell_522","cell",10862,4391,0.239366599153011,"4","4"
"cell_523","cell",10860,3959,0.156537753222836,"1","1"
"cell_524","cell",10854,4519,0.48829924451815,"2","2"
"cell_525","cell",10846,4030,0.0368799557440531,"0","0"
"cell_526","cell",10818,4430,0.0924385283786282,"1","1"
"cell_527","cell",10791,4215,0.48188305069039,"2","2"
"cell_528","cell",10782,4299,0.881098126507141,"6","6"
"cell_529","cell",10775,4367,0.167053364269142,"0","0"
"cell_530","cell",10771,4175,0.297094048834834,"1","1"
"cell_531","cell",10749,4126,0.409340403758489,"0","0"
"cell_532","cell",10741,4199,0.344474443720324,"1","1"
"cell_533","cell",10733,3739,0.288828845616323,"5","5"
"cell_534","cell",10733,4070,0.801267120096897,"5","5"
"cell_535","cell",10724,4267,1.44535621036927,"5","5"
"cell_536","cell",10708,4118,0.0653716847217034,"3","3"
"cell_537","cell",10699,4069,0.19628002617067,"0","0"
"cell_538","cell",10694,3754,0.729380961286703,"0","0"
"cell_539","cell",10690,3947,0.0561272217025257,"1","1"
"cell_540","cell",10668,3994,0.553055868016498,"3","3"
"cell_541","cell",10662,3926,0.046895516788595,"1","1"
"cell_542","cell",10642,4419,0.23491824844954,"0","0"
"cell_543","cell",10633,4030,0.272735822439575,"0","0"
"cell_544","cell",10633,4078,0.667732530800339,"2","2"
"cell_545","cell",10609,4120,0.367612404562164,"1","1"
"cell_546","cell",10592,3869,0.00944108761329305,"3","3"
"cell_547","cell",10577,4221,0.690176798714191,"0","0"
"cell_548","cell",10568,4389,0.444738834216503,"2","2"
"cell_549","cell",10549,3725,0.170632287420609,"0","0"
"cell_550","cell",10537,3718,0.44604726202904,"0","0"
"cell_551","cell",10540,3785,0.294117647058824,"5","5"
"cell_552","cell",10522,3654,0.0950389659760502,"0","0"
"cell_553","cell",10511,4176,0.380553705641709,"1","1"
"cell_554","cell",10504,3891,0.0476009139375476,"3","3"
"cell_555","cell",10501,4001,0.50471383677745,"1","1"
"cell_556","cell",10501,4028,0.0190458051614132,"3","3"
"cell_557","cell",10496,4009,0.342987804878049,"0","0"
"cell_558","cell",10498,3693,0.10478186321204,"0","0"
"cell_559","cell",10492,3992,0.162028211971026,"0","0"
"cell_560","cell",10483,4006,0.219402842697701,"3","3"
"cell_561","cell",10486,4168,0.333778371161549,"5","5"
"cell_562","cell",10480,3856,0.391221374045802,"0","0"
"cell_563","cell",10462,4067,0.468361689925445,"3","3"
"cell_564","cell",10465,3742,0.391782130912566,"0","0"
"cell_565","cell",10461,3708,0.296338782143199,"0","0"
"cell_566","cell",10458,4616,0.975329890992542,"2","2"
"cell_567","cell",10445,4045,0.162757300143609,"2","2"
"cell_568","cell",10453,4089,1.82722663350234,"2","2"
"cell_569","cell",10441,4137,0.210707786610478,"3","3"
"cell_570","cell",10412,3942,0.211294660007683,"1","1"
"cell_571","cell",10381,4097,0.394952316732492,"2","2"
"cell_572","cell",10378,4037,0.0963576797070727,"3","3"
"cell_573","cell",10380,3973,0.240847784200385,"3","3"
"cell_574","cell",10374,4092,0.462695199537305,"4","4"
"cell_575","cell",10368,4419,0.337577160493827,"5","5"
"cell_576","cell",10364,3664,0.125434195291393,"0","0"
"cell_577","cell",10359,3713,0.0868809730668983,"5","5"
"cell_578","cell",10356,4056,0.308999613750483,"3","3"
"cell_579","cell",10339,3831,0.493277879872328,"0","0"
"cell_580","cell",10327,3818,0.464801007068849,"0","0"
"cell_581","cell",10328,3937,0.910147172734315,"4","4"
"cell_582","cell",10307,3465,0.232851460172698,"0","0"
"cell_583","cell",10303,3837,0.165000485295545,"1","1"
"cell_584","cell",10292,3963,1.05907500971628,"2","2"
"cell_585","cell",10279,3429,0.136200019457146,"0","0"
"cell_586","cell",10277,3926,0.875741948039311,"0","0"
"cell_587","cell",10275,3497,0.282238442822384,"0","0"
"cell_588","cell",10251,4038,0.234123500146327,"0","0"
"cell_589","cell",10244,3758,0.224521671222179,"5","5"
"cell_590","cell",10240,3996,0.283203125,"0","0"
"cell_591","cell",10216,4253,0.117462803445576,"0","0"
"cell_592","cell",10213,3715,0.225203172427299,"1","1"
"cell_593","cell",10209,3957,0.35263003232442,"1","1"
"cell_594","cell",10204,3957,0.323402587220698,"3","3"
"cell_595","cell",10201,3839,0.0686207234584845,"1","1"
"cell_596","cell",10187,3803,0.0490821635417689,"3","3"
"cell_597","cell",10177,4178,0.451999606956863,"4","4"
"cell_598","cell",10176,4221,1.46422955974843,"3","3"
"cell_599","cell",10151,3712,1.39887695793518,"5","5"
"cell_600","cell",10147,3633,0.808120626786242,"5","5"
"cell_601","cell",10140,4239,0.404339250493097,"0","0"
"cell_602","cell",10133,4242,0.621730977992697,"2","2"
"cell_603","cell",10123,3871,0.17781290131384,"1","1"
"cell_604","cell",10126,4084,0.187635789057871,"0","0"
"cell_605","cell",10118,4341,1.22553864400079,"2","2"
"cell_606","cell",10117,4111,0.217455767520016,"3","3"
"cell_607","cell",10108,3492,0.257222002374357,"0","0"
"cell_608","cell",10100,3832,0.297029702970297,"3","3"
"cell_609","cell",10093,4100,0.515208560388388,"0","0"
"cell_610","cell",10092,3991,0.515259611573524,"5","5"
"cell_611","cell",10096,3220,0.980586370839937,"2","2"
"cell_612","cell",10072,4316,0.575853852263701,"6","6"
"cell_613","cell",10064,3316,0.0993640699523052,"0","0"
"cell_614","cell",10044,3963,1.08522500995619,"0","0"
"cell_615","cell",10039,3768,0.17930072716406,"3","3"
"cell_616","cell",10031,3693,0.0199381916060213,"0","0"
"cell_617","cell",10031,2826,0.029907287409032,"0","0"
"cell_618","cell",10017,3970,0.349406009783368,"3","3"
"cell_619","cell",10012,3574,0.269676388333999,"0","0"
"cell_620","cell",9995,3886,0.760380190095048,"1","1"
"cell_621","cell",10004,3764,0.119952019192323,"0","0"
"cell_622","cell",9993,3850,0.160112078454918,"3","3"
"cell_623","cell",9981,3967,0.951808436028454,"5","5"
"cell_624","cell",9974,3737,0.120312813314618,"3","3"
"cell_625","cell",9954,4018,0.663050030138638,"0","0"
"cell_626","cell",9959,3899,0.180741038256853,"3","3"
"cell_627","cell",9955,4035,0.773480662983425,"1","1"
"cell_628","cell",9956,3869,0.170751305745279,"6","6"
"cell_629","cell",9943,4018,0.0804586141003721,"3","3"
"cell_630","cell",9927,3593,0.392867935932306,"0","0"
"cell_631","cell",9922,4031,0.806289054626083,"2","2"
"cell_632","cell",9917,3719,0.393264091963295,"1","1"
"cell_633","cell",9914,3438,0.463990316723825,"0","0"
"cell_634","cell",9916,3740,0.0201694231544978,"0","0"
"cell_635","cell",9909,3922,0.131193864163891,"0","0"
"cell_636","cell",9909,3390,0.100918357049147,"1","1"
"cell_637","cell",9903,3904,0.0605877006967586,"1","1"
"cell_638","cell",9877,3771,0.779588944011339,"0","0"
"cell_639","cell",9881,3762,0.151806497318085,"0","0"
"cell_640","cell",9873,3886,0.253215841183024,"1","1"
"cell_641","cell",9867,3573,0.0709435492044188,"3","3"
"cell_642","cell",9865,3697,0.20273694880892,"1","1"
"cell_643","cell",9864,3864,0.32441200324412,"2","2"
"cell_644","cell",9865,3500,0.354789660415611,"0","0"
"cell_645","cell",9862,3917,0.253498276211722,"2","2"
"cell_646","cell",9855,4180,1.13647894469812,"2","2"
"cell_647","cell",9856,3897,1.20738636363636,"6","6"
"cell_648","cell",9808,4398,1.02977161500816,"2","2"
"cell_649","cell",9811,3908,0.417898277443686,"5","5"
"cell_650","cell",9800,3794,0.510204081632653,"0","0"
"cell_651","cell",9794,4351,0.827036961404942,"4","4"
"cell_652","cell",9789,3567,0.909183777709674,"1","1"
"cell_653","cell",9759,3696,0.13321036991495,"0","0"
"cell_654","cell",9758,4064,1.11703217872515,"4","4"
"cell_655","cell",9746,3829,0.246254873794377,"3","3"
"cell_656","cell",9736,3725,0.164338537387017,"0","0"
"cell_657","cell",9732,3541,0.400739827373613,"0","0"
"cell_658","cell",9708,4202,1.25669550885867,"6","6"
"cell_659","cell",9708,4157,0.669550885867326,"2","2"
"cell_660","cell",9692,3641,0.123813454395378,"1","1"
"cell_661","cell",9688,3990,0.258051197357556,"1","1"
"cell_662","cell",9671,4018,1.18912211767139,"5","5"
"cell_663","cell",9659,4073,1.44942540635677,"5","5"
"cell_664","cell",9664,4125,0.569122516556291,"1","1"
